Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Son,Social drinker,Social smoker,Pet,Body mass index,Absenteeism time in hours
9.0,11.0,3.0,1.0,213.0,17.0,13.0,39.0,361.9446014807056,87.0,0.0,1.0,1.0,0.0,0.0,23.0,4.0
21.0,2.0,5.0,4.0,244.0,22.0,9.0,33.0,295.8062554435986,98.0,0.0,2.0,0.0,0.0,0.0,27.0,1.0
0.0,6.0,5.0,2.0,225.0,35.0,19.0,35.0,270.81537238554773,80.0,0.0,4.0,1.0,0.0,0.0,26.0,1.0
14.0,6.0,2.0,1.0,234.0,50.0,10.0,32.0,251.00789209803636,94.0,0.0,4.0,0.0,0.0,0.0,30.0,1.0
2.0,6.0,6.0,1.0,274.0,54.0,13.0,33.0,289.414042018876,93.0,0.0,0.0,1.0,0.0,0.0,36.0,2.0
19.0,1.0,3.0,3.0,231.0,9.0,10.0,47.0,311.39273497458163,92.0,0.0,0.0,1.0,0.0,0.0,28.0,2.0
21.0,8.0,5.0,1.0,240.0,24.0,10.0,40.0,224.78694823175155,87.0,1.0,3.0,1.0,0.0,2.0,29.0,2.0
11.0,9.0,3.0,2.0,297.0,24.0,11.0,38.0,265.5446189363389,86.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0
15.0,6.0,6.0,1.0,251.0,54.0,21.0,32.0,227.8281847262336,89.0,0.0,0.0,1.0,0.0,0.0,26.0,17.0
26.0,12.0,4.0,4.0,330.0,18.0,11.0,34.0,203.91561451280356,99.0,0.0,4.0,0.0,0.0,2.0,28.0,8.0
23.0,11.0,2.0,1.0,225.0,40.0,9.0,31.0,293.835873965583,88.0,0.0,1.0,1.0,0.0,0.0,31.0,24.0
13.0,3.0,2.0,1.0,193.0,29.0,11.0,38.0,219.3811074420133,95.0,0.0,2.0,1.0,0.0,0.0,31.0,8.0
22.0,7.0,4.0,3.0,219.0,38.0,13.0,40.0,389.71089712833856,85.0,0.0,2.0,1.0,0.0,0.0,26.0,3.0
0.0,12.0,2.0,1.0,254.0,30.0,20.0,35.0,306.32592175699955,100.0,0.0,3.0,1.0,0.0,0.0,26.0,5.0
1.0,4.0,3.0,3.0,233.0,40.0,10.0,25.0,239.0237791191384,84.0,0.0,2.0,0.0,0.0,0.0,38.0,4.0
11.0,6.0,3.0,4.0,281.0,48.0,12.0,38.0,238.35932379086708,99.0,0.0,0.0,0.0,0.0,4.0,27.0,2.0
16.0,5.0,6.0,3.0,187.0,23.0,11.0,27.0,310.4705734441058,92.0,0.0,4.0,0.0,0.0,0.0,23.0,1.0
1.0,8.0,3.0,4.0,169.0,29.0,14.0,36.0,260.2454823816524,81.0,0.0,4.0,1.0,0.0,0.0,27.0,6.0
27.0,3.0,6.0,1.0,134.0,8.0,11.0,38.0,246.26191317865363,94.0,0.0,3.0,0.0,0.0,0.0,30.0,16.0
16.0,3.0,5.0,3.0,224.0,46.0,16.0,36.0,243.636974455944,90.0,0.0,3.0,0.0,0.0,0.0,20.0,4.0
20.0,7.0,2.0,1.0,288.0,31.0,11.0,41.0,320.70903238162606,93.0,0.0,3.0,1.0,0.0,5.0,26.0,0.0
6.0,3.0,5.0,2.0,171.0,7.0,9.0,38.0,197.8778843828081,87.0,1.0,0.0,1.0,0.0,8.0,28.0,3.0
5.0,2.0,4.0,4.0,111.0,29.0,12.0,44.0,230.5665078147738,97.0,0.0,1.0,1.0,0.0,0.0,31.0,8.0
5.0,6.0,5.0,2.0,168.0,48.0,2.0,25.0,261.31830297141727,92.0,0.0,3.0,1.0,0.0,1.0,24.0,0.0
21.0,12.0,3.0,4.0,253.0,16.0,9.0,47.0,260.37145554189846,90.0,0.0,0.0,1.0,0.0,0.0,29.0,13.0
7.0,4.0,3.0,1.0,220.0,40.0,14.0,35.0,293.04187600612545,91.0,0.0,4.0,0.0,0.0,2.0,32.0,2.0
4.0,8.0,4.0,3.0,257.0,43.0,18.0,49.0,246.60720333682903,80.0,0.0,2.0,1.0,0.0,0.0,23.0,0.0
14.0,4.0,4.0,2.0,271.0,6.0,16.0,25.0,231.4528079416064,92.0,0.0,2.0,1.0,0.0,1.0,30.0,0.0
25.0,8.0,2.0,3.0,287.0,46.0,13.0,35.0,277.1003206636441,85.0,0.0,4.0,1.0,0.0,5.0,25.0,3.0
6.0,5.0,3.0,3.0,219.0,38.0,12.0,47.0,271.99385000485046,92.0,0.0,0.0,1.0,0.0,0.0,21.0,16.0
2.0,5.0,4.0,2.0,337.0,42.0,11.0,33.0,198.2276702644368,91.0,0.0,3.0,1.0,0.0,0.0,23.0,3.0
24.0,10.0,5.0,2.0,221.0,35.0,12.0,20.0,257.86247173336096,91.0,0.0,2.0,1.0,0.0,5.0,33.0,0.0
9.0,5.0,3.0,3.0,262.0,9.0,15.0,36.0,285.14124718150816,99.0,0.0,1.0,1.0,1.0,1.0,31.0,17.0
21.0,10.0,6.0,1.0,187.0,15.0,16.0,38.0,257.8733913171352,90.0,0.0,1.0,1.0,0.0,0.0,27.0,2.0
2.0,3.0,3.0,1.0,178.0,35.0,15.0,35.0,246.3545621543542,82.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0
0.0,3.0,3.0,2.0,242.0,29.0,14.0,40.0,284.64062885029364,83.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0
0.0,8.0,3.0,1.0,285.0,8.0,8.0,21.0,258.0840609759389,96.0,0.0,2.0,0.0,0.0,0.0,24.0,1.0
18.0,11.0,3.0,4.0,308.0,25.0,16.0,43.0,281.054482569739,84.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0
3.0,6.0,6.0,1.0,196.0,45.0,3.0,39.0,256.0077625117698,100.0,0.0,0.0,1.0,0.0,1.0,39.0,2.0
1.0,10.0,6.0,1.0,279.0,5.0,9.0,32.0,315.4854984710597,84.0,0.0,4.0,0.0,0.0,0.0,26.0,4.0
24.0,9.0,2.0,1.0,243.0,46.0,13.0,29.0,269.06701469687704,83.0,0.0,4.0,0.0,0.0,0.0,26.0,1.0
10.0,5.0,3.0,3.0,225.0,53.0,16.0,43.0,272.6140511530342,91.0,0.0,4.0,1.0,0.0,0.0,24.0,3.0
11.0,6.0,5.0,1.0,218.0,47.0,14.0,52.0,227.3915916364046,87.0,0.0,4.0,1.0,0.0,1.0,21.0,9.0
12.0,5.0,3.0,1.0,252.0,32.0,8.0,31.0,229.11021884259293,89.0,0.0,1.0,1.0,0.0,0.0,37.0,7.0
15.0,11.0,6.0,1.0,109.0,5.0,14.0,40.0,268.8140282264703,100.0,0.0,3.0,0.0,0.0,2.0,26.0,14.0
15.0,3.0,2.0,3.0,120.0,20.0,17.0,44.0,172.18278381805268,95.0,0.0,4.0,0.0,0.0,4.0,29.0,4.0
18.0,12.0,3.0,3.0,174.0,6.0,12.0,21.0,197.99087105877965,92.0,0.0,1.0,1.0,0.0,1.0,28.0,5.0
22.0,7.0,2.0,3.0,272.0,6.0,18.0,32.0,278.82039039594025,91.0,0.0,3.0,1.0,0.0,0.0,29.0,8.0
19.0,6.0,4.0,2.0,248.0,47.0,13.0,35.0,318.2320619911608,90.0,0.0,3.0,1.0,0.0,1.0,30.0,10.0
20.0,7.0,4.0,2.0,229.0,21.0,15.0,45.0,280.26936142981185,80.0,0.0,3.0,1.0,0.0,0.0,26.0,10.0
15.0,2.0,5.0,3.0,249.0,17.0,17.0,39.0,205.75619642093852,91.0,0.0,1.0,1.0,0.0,0.0,29.0,12.0
26.0,1.0,2.0,1.0,196.0,11.0,15.0,26.0,281.5648807310421,97.0,0.0,4.0,0.0,0.0,2.0,28.0,9.0
12.0,10.0,5.0,3.0,322.0,21.0,7.0,33.0,276.5315139858614,82.0,0.0,0.0,0.0,0.0,1.0,34.0,6.0
3.0,10.0,3.0,2.0,207.0,25.0,12.0,31.0,246.25703063555235,93.0,0.0,4.0,1.0,0.0,0.0,31.0,7.0
12.0,1.0,6.0,3.0,236.0,35.0,11.0,41.0,225.71739329233105,97.0,1.0,4.0,1.0,0.0,0.0,30.0,4.0
7.0,10.0,5.0,4.0,219.0,19.0,4.0,45.0,286.30782944214536,97.0,0.0,2.0,1.0,0.0,1.0,25.0,6.0
1.0,5.0,5.0,1.0,218.0,47.0,21.0,28.0,313.71584085163875,99.0,0.0,2.0,1.0,0.0,0.0,27.0,0.0
10.0,1.0,5.0,3.0,151.0,45.0,9.0,42.0,350.1562819106756,87.0,0.0,3.0,1.0,0.0,0.0,24.0,2.0
23.0,4.0,4.0,3.0,215.0,30.0,13.0,55.0,259.275823858135,85.0,0.0,2.0,1.0,0.0,0.0,26.0,5.0
28.0,4.0,3.0,2.0,206.0,34.0,16.0,35.0,273.9188303448128,82.0,0.0,3.0,0.0,0.0,0.0,22.0,37.0
27.0,12.0,4.0,4.0,285.0,42.0,14.0,44.0,287.6808068864047,94.0,1.0,3.0,0.0,0.0,0.0,21.0,5.0
14.0,4.0,2.0,4.0,151.0,10.0,9.0,34.0,261.4790492709897,80.0,0.0,2.0,0.0,0.0,0.0,28.0,1.0
21.0,12.0,5.0,4.0,200.0,50.0,10.0,42.0,223.978931585544,92.0,0.0,0.0,1.0,0.0,1.0,27.0,14.0
27.0,5.0,6.0,3.0,192.0,7.0,10.0,33.0,250.91464312767303,84.0,0.0,0.0,1.0,0.0,4.0,24.0,0.0
24.0,12.0,2.0,1.0,283.0,45.0,12.0,29.0,220.10908088186568,92.0,0.0,2.0,1.0,0.0,4.0,25.0,3.0
8.0,10.0,5.0,2.0,242.0,19.0,12.0,33.0,250.36690522583328,81.0,1.0,1.0,0.0,0.0,4.0,31.0,4.0
2.0,5.0,5.0,4.0,265.0,25.0,7.0,50.0,181.01498309421947,80.0,0.0,3.0,0.0,0.0,1.0,19.0,2.0
12.0,5.0,2.0,1.0,178.0,27.0,7.0,32.0,275.27964171673204,83.0,0.0,0.0,1.0,0.0,0.0,26.0,2.0
17.0,11.0,4.0,3.0,231.0,31.0,9.0,38.0,257.8185888763684,80.0,0.0,2.0,1.0,0.0,8.0,21.0,7.0
4.0,6.0,6.0,2.0,217.0,19.0,12.0,27.0,278.05043625088933,98.0,0.0,0.0,0.0,0.0,4.0,29.0,1.0
10.0,3.0,3.0,4.0,183.0,12.0,16.0,35.0,250.65982717017525,83.0,0.0,1.0,0.0,0.0,0.0,30.0,1.0
1.0,5.0,2.0,1.0,220.0,29.0,12.0,35.0,240.0375397589339,84.0,0.0,1.0,1.0,1.0,2.0,26.0,11.0
16.0,6.0,6.0,3.0,185.0,47.0,16.0,34.0,282.808281856082,83.0,0.0,4.0,1.0,1.0,4.0,31.0,43.0
22.0,12.0,6.0,4.0,141.0,52.0,12.0,39.0,230.05965274208265,88.0,0.0,1.0,0.0,1.0,4.0,26.0,11.0
19.0,10.0,5.0,3.0,264.0,23.0,11.0,28.0,279.6554090463526,83.0,0.0,2.0,0.0,0.0,0.0,28.0,3.0
21.0,7.0,2.0,2.0,237.0,22.0,12.0,43.0,269.76395854570416,99.0,0.0,2.0,0.0,0.0,1.0,24.0,5.0
26.0,2.0,3.0,4.0,219.0,33.0,10.0,35.0,325.06319911933025,90.0,0.0,3.0,0.0,0.0,0.0,31.0,4.0
23.0,10.0,4.0,2.0,349.0,44.0,17.0,31.0,265.5982223255672,87.0,0.0,4.0,1.0,0.0,0.0,32.0,10.0
19.0,9.0,5.0,1.0,219.0,14.0,12.0,40.0,290.5660761075813,93.0,0.0,3.0,1.0,0.0,2.0,35.0,1.0
7.0,7.0,3.0,2.0,173.0,9.0,8.0,43.0,264.060790413286,96.0,0.0,4.0,1.0,0.0,2.0,27.0,10.0
18.0,3.0,6.0,3.0,104.0,26.0,13.0,36.0,267.0158285609756,95.0,0.0,2.0,0.0,0.0,0.0,29.0,28.0
11.0,6.0,3.0,4.0,285.0,18.0,16.0,30.0,259.7167895703968,82.0,0.0,4.0,1.0,1.0,0.0,23.0,1.0
27.0,3.0,6.0,1.0,252.0,44.0,9.0,34.0,365.3027804693092,83.0,0.0,2.0,1.0,1.0,2.0,29.0,11.0
10.0,6.0,3.0,2.0,256.0,5.0,9.0,27.0,375.5216883175797,95.0,0.0,2.0,1.0,0.0,0.0,29.0,2.0
27.0,1.0,4.0,4.0,231.0,53.0,14.0,38.0,271.966861204036,84.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0
11.0,10.0,2.0,1.0,356.0,21.0,13.0,27.0,294.92740603097553,90.0,0.0,4.0,0.0,0.0,0.0,23.0,1.0
14.0,9.0,4.0,2.0,274.0,12.0,18.0,40.0,325.9734710269794,84.0,0.0,0.0,0.0,1.0,0.0,28.0,2.0
15.0,5.0,4.0,3.0,237.0,32.0,13.0,50.0,308.144683407805,86.0,0.0,3.0,0.0,0.0,0.0,28.0,2.0
12.0,1.0,6.0,1.0,50.0,30.0,15.0,37.0,245.0553873427537,100.0,0.0,1.0,1.0,0.0,1.0,15.0,9.0
14.0,8.0,5.0,3.0,230.0,23.0,14.0,28.0,268.1138312370204,94.0,0.0,3.0,1.0,0.0,1.0,25.0,2.0
2.0,12.0,6.0,2.0,146.0,18.0,13.0,43.0,207.55334329596704,91.0,0.0,1.0,1.0,0.0,1.0,29.0,1.0
11.0,6.0,4.0,1.0,261.0,54.0,11.0,27.0,311.35116447078286,90.0,0.0,2.0,1.0,0.0,0.0,20.0,0.0
24.0,5.0,6.0,3.0,348.0,40.0,5.0,33.0,306.0797424034959,86.0,0.0,1.0,1.0,0.0,1.0,26.0,9.0
11.0,8.0,2.0,3.0,185.0,12.0,6.0,43.0,240.164550301113,93.0,0.0,3.0,1.0,0.0,0.0,33.0,22.0
17.0,7.0,5.0,2.0,302.0,53.0,18.0,34.0,232.46762094616216,90.0,1.0,2.0,1.0,0.0,0.0,22.0,12.0
2.0,3.0,3.0,2.0,170.0,37.0,11.0,39.0,242.82777858862352,89.0,0.0,4.0,0.0,0.0,0.0,22.0,4.0
11.0,4.0,5.0,1.0,232.0,10.0,9.0,29.0,306.8186222231123,87.0,0.0,2.0,1.0,0.0,1.0,28.0,17.0
20.0,5.0,5.0,1.0,181.0,34.0,12.0,36.0,235.53058737211,90.0,0.0,1.0,1.0,0.0,4.0,28.0,10.0
22.0,10.0,6.0,4.0,225.0,13.0,16.0,28.0,270.81537238554773,90.0,0.0,0.0,1.0,0.0,4.0,25.0,8.0
13.0,5.0,6.0,2.0,242.0,29.0,8.0,26.0,262.02815425816294,99.0,0.0,2.0,0.0,0.0,0.0,31.0,0.0
14.0,3.0,3.0,1.0,246.0,42.0,19.0,32.0,272.83050313677296,84.0,0.0,1.0,1.0,1.0,1.0,34.0,5.0
23.0,10.0,2.0,4.0,177.0,7.0,14.0,37.0,294.12779288561245,80.0,0.0,1.0,0.0,0.0,2.0,25.0,14.0
16.0,9.0,3.0,1.0,174.0,43.0,6.0,37.0,268.3748279691296,87.0,0.0,4.0,0.0,0.0,0.0,30.0,3.0
22.0,2.0,4.0,3.0,206.0,20.0,15.0,35.0,310.56620498429606,96.0,0.0,1.0,1.0,0.0,0.0,26.0,4.0
6.0,12.0,3.0,1.0,125.0,5.0,13.0,37.0,270.81537238554773,89.0,0.0,2.0,1.0,0.0,0.0,19.0,3.0
22.0,10.0,6.0,4.0,227.0,14.0,12.0,31.0,270.81537238554773,86.0,0.0,0.0,1.0,0.0,2.0,25.0,12.0
14.0,6.0,4.0,2.0,337.0,10.0,10.0,29.0,273.97159261272816,84.0,0.0,0.0,0.0,0.0,2.0,30.0,2.0
16.0,2.0,5.0,1.0,229.0,9.0,15.0,36.0,260.7137478319964,83.0,0.0,3.0,0.0,0.0,2.0,24.0,11.0
11.0,5.0,4.0,4.0,358.0,21.0,10.0,39.0,272.93310021662296,100.0,0.0,2.0,0.0,1.0,0.0,32.0,5.0
10.0,6.0,2.0,3.0,110.0,35.0,7.0,35.0,222.45168968841688,85.0,0.0,1.0,0.0,0.0,0.0,34.0,18.0
14.0,5.0,3.0,1.0,227.0,42.0,10.0,52.0,340.51705941056434,83.0,0.0,0.0,0.0,0.0,4.0,32.0,3.0
4.0,3.0,5.0,1.0,146.0,32.0,12.0,39.0,225.50702343863304,90.0,0.0,2.0,0.0,0.0,0.0,26.0,18.0
17.0,8.0,5.0,2.0,77.0,32.0,18.0,43.0,283.6394046425607,89.0,0.0,4.0,1.0,0.0,0.0,31.0,4.0
28.0,6.0,3.0,3.0,198.0,5.0,8.0,36.0,307.0580556847714,82.0,0.0,2.0,1.0,0.0,1.0,28.0,0.0
20.0,8.0,2.0,4.0,222.0,16.0,7.0,41.0,273.3132945646958,87.0,0.0,2.0,1.0,0.0,0.0,20.0,4.0
20.0,2.0,4.0,1.0,242.0,20.0,13.0,36.0,340.31352967763183,97.0,0.0,0.0,1.0,0.0,0.0,27.0,13.0
15.0,4.0,2.0,3.0,210.0,29.0,10.0,29.0,214.0477326049066,82.0,1.0,1.0,1.0,0.0,4.0,28.0,15.0
26.0,10.0,4.0,1.0,159.0,12.0,11.0,42.0,205.5373582225877,86.0,0.0,1.0,1.0,0.0,0.0,27.0,7.0
22.0,11.0,3.0,1.0,154.0,10.0,9.0,36.0,180.28238077227692,98.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0
9.0,7.0,5.0,4.0,303.0,54.0,9.0,35.0,246.82875800234055,82.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
14.0,6.0,6.0,1.0,236.0,34.0,14.0,34.0,302.57388050301574,99.0,0.0,3.0,1.0,0.0,1.0,33.0,4.0
3.0,10.0,6.0,2.0,161.0,24.0,8.0,34.0,270.81537238554773,99.0,0.0,1.0,1.0,0.0,0.0,17.0,21.0
28.0,7.0,5.0,1.0,154.0,22.0,8.0,28.0,257.4479442324996,88.0,0.0,2.0,1.0,0.0,4.0,31.0,2.0
15.0,2.0,6.0,2.0,236.0,41.0,8.0,31.0,243.82442125614804,94.0,0.0,1.0,1.0,0.0,0.0,28.0,0.0
26.0,1.0,6.0,1.0,238.0,33.0,9.0,39.0,203.4694455590296,84.0,0.0,3.0,0.0,0.0,1.0,22.0,13.0
24.0,9.0,4.0,1.0,196.0,22.0,6.0,43.0,277.765267255338,89.0,0.0,1.0,1.0,0.0,2.0,34.0,17.0
2.0,1.0,3.0,1.0,219.0,32.0,14.0,26.0,345.11876924619185,100.0,0.0,1.0,1.0,0.0,8.0,32.0,11.0
16.0,2.0,3.0,3.0,159.0,9.0,14.0,27.0,246.8666367599853,95.0,0.0,2.0,0.0,0.0,0.0,32.0,4.0
8.0,5.0,4.0,3.0,217.0,20.0,7.0,26.0,259.4774995430993,90.0,0.0,2.0,1.0,0.0,4.0,21.0,18.0
22.0,7.0,2.0,1.0,168.0,22.0,5.0,25.0,293.8507938207212,92.0,0.0,2.0,1.0,0.0,0.0,23.0,1.0
5.0,1.0,2.0,1.0,162.0,31.0,6.0,46.0,260.08363617280145,99.0,0.0,4.0,1.0,0.0,0.0,26.0,8.0
14.0,4.0,5.0,3.0,155.0,22.0,10.0,45.0,285.92083565811623,81.0,0.0,0.0,1.0,0.0,1.0,27.0,25.0
26.0,4.0,4.0,2.0,198.0,52.0,10.0,30.0,308.9191454814098,91.0,1.0,4.0,1.0,0.0,0.0,22.0,7.0
24.0,12.0,5.0,2.0,355.0,39.0,14.0,50.0,304.9864403315136,83.0,0.0,3.0,1.0,0.0,0.0,24.0,11.0
5.0,7.0,3.0,2.0,263.0,23.0,12.0,38.0,207.9389519993864,99.0,0.0,3.0,0.0,0.0,2.0,22.0,1.0
14.0,5.0,3.0,3.0,238.0,33.0,18.0,33.0,257.5184311909316,90.0,0.0,1.0,1.0,0.0,0.0,25.0,5.0
13.0,6.0,3.0,4.0,200.0,15.0,15.0,48.0,270.81537238554773,82.0,0.0,2.0,1.0,0.0,0.0,23.0,1.0
18.0,2.0,4.0,1.0,124.0,5.0,12.0,44.0,227.67925669330657,80.0,0.0,0.0,1.0,0.0,0.0,20.0,10.0
12.0,12.0,2.0,2.0,142.0,25.0,13.0,35.0,257.5739078087571,100.0,0.0,2.0,1.0,0.0,1.0,17.0,3.0
13.0,11.0,6.0,2.0,149.0,39.0,10.0,51.0,264.8351963005388,85.0,0.0,1.0,0.0,0.0,2.0,26.0,21.0
2.0,4.0,4.0,2.0,114.0,12.0,7.0,38.0,230.43777717289368,96.0,0.0,3.0,1.0,0.0,0.0,22.0,12.0
3.0,9.0,5.0,1.0,215.0,7.0,13.0,34.0,222.35169589993137,85.0,0.0,3.0,1.0,0.0,0.0,26.0,5.0
25.0,6.0,2.0,1.0,114.0,19.0,12.0,33.0,288.6085730979541,100.0,0.0,3.0,1.0,0.0,0.0,17.0,12.0
28.0,8.0,3.0,2.0,241.0,21.0,10.0,34.0,289.0416864640808,95.0,0.0,2.0,1.0,0.0,1.0,29.0,1.0
13.0,5.0,3.0,2.0,209.0,32.0,13.0,37.0,253.4195840149802,91.0,0.0,2.0,0.0,0.0,2.0,29.0,39.0
13.0,9.0,3.0,2.0,325.0,54.0,5.0,37.0,255.133352675479,80.0,0.0,2.0,0.0,0.0,2.0,28.0,0.0
7.0,10.0,2.0,2.0,146.0,45.0,13.0,38.0,299.7999750523937,88.0,0.0,2.0,1.0,0.0,0.0,30.0,9.0
9.0,7.0,3.0,2.0,131.0,18.0,8.0,34.0,269.928167753971,97.0,0.0,2.0,0.0,1.0,1.0,27.0,4.0
7.0,3.0,6.0,3.0,176.0,43.0,9.0,42.0,287.26990798632875,84.0,0.0,4.0,1.0,0.0,1.0,30.0,4.0
10.0,5.0,2.0,2.0,195.0,24.0,14.0,47.0,277.866396228955,90.0,0.0,0.0,0.0,0.0,5.0,26.0,17.0
9.0,12.0,3.0,3.0,217.0,43.0,16.0,37.0,327.07740668480704,89.0,0.0,4.0,1.0,0.0,1.0,22.0,0.0
17.0,9.0,5.0,3.0,320.0,10.0,12.0,31.0,244.2875865294152,87.0,0.0,4.0,1.0,0.0,0.0,30.0,8.0
3.0,9.0,2.0,2.0,225.0,17.0,15.0,32.0,270.81537238554773,87.0,0.0,0.0,1.0,0.0,1.0,28.0,2.0
11.0,4.0,5.0,2.0,215.0,29.0,8.0,30.0,292.8218629468947,92.0,0.0,2.0,1.0,0.0,2.0,21.0,4.0
17.0,2.0,2.0,2.0,225.0,39.0,14.0,21.0,235.89816476523555,100.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0
2.0,7.0,4.0,4.0,187.0,29.0,14.0,39.0,302.84469616566554,83.0,0.0,1.0,1.0,0.0,0.0,26.0,0.0
6.0,9.0,6.0,4.0,184.0,7.0,12.0,33.0,294.02322572230986,90.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0
0.0,2.0,6.0,3.0,177.0,36.0,8.0,39.0,242.4350827197118,81.0,0.0,3.0,1.0,0.0,0.0,26.0,5.0
21.0,10.0,4.0,3.0,302.0,11.0,22.0,31.0,276.9282272537408,82.0,1.0,0.0,0.0,0.0,0.0,25.0,27.0
12.0,2.0,2.0,2.0,200.0,38.0,13.0,33.0,318.3430192115995,86.0,0.0,2.0,0.0,0.0,0.0,28.0,2.0
28.0,10.0,6.0,3.0,213.0,25.0,10.0,34.0,267.6298178896188,85.0,0.0,2.0,1.0,0.0,0.0,27.0,6.0
2.0,5.0,5.0,3.0,198.0,33.0,9.0,35.0,272.1778240243345,92.0,0.0,2.0,1.0,0.0,0.0,31.0,7.0
2.0,2.0,5.0,2.0,200.0,8.0,3.0,33.0,292.04980988479355,98.0,0.0,2.0,1.0,0.0,0.0,27.0,4.0
14.0,5.0,2.0,1.0,202.0,43.0,6.0,29.0,251.83891795687023,96.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0
20.0,8.0,5.0,4.0,279.0,5.0,12.0,34.0,296.26062247889064,88.0,0.0,4.0,0.0,1.0,2.0,25.0,3.0
18.0,10.0,2.0,2.0,161.0,35.0,3.0,38.0,239.89465326061008,81.0,0.0,4.0,1.0,0.0,2.0,27.0,0.0
27.0,7.0,5.0,1.0,349.0,49.0,8.0,38.0,293.2471630957804,83.0,0.0,2.0,1.0,0.0,1.0,24.0,0.0
3.0,10.0,4.0,2.0,177.0,29.0,12.0,36.0,270.81537238554773,89.0,0.0,1.0,1.0,0.0,0.0,26.0,3.0
12.0,12.0,5.0,2.0,278.0,29.0,16.0,28.0,336.1580214207597,100.0,0.0,0.0,0.0,0.0,0.0,32.0,13.0
12.0,12.0,6.0,4.0,126.0,53.0,16.0,32.0,301.3165285905302,81.0,0.0,1.0,0.0,0.0,0.0,29.0,7.0
14.0,6.0,3.0,3.0,177.0,48.0,15.0,37.0,242.55940238862644,90.0,1.0,0.0,1.0,0.0,0.0,28.0,6.0
18.0,6.0,4.0,4.0,206.0,54.0,5.0,40.0,223.44954910196788,88.0,0.0,4.0,0.0,0.0,1.0,16.0,2.0
15.0,7.0,5.0,1.0,163.0,40.0,7.0,32.0,261.15585252699174,98.0,0.0,1.0,1.0,0.0,5.0,22.0,5.0
6.0,6.0,2.0,2.0,259.0,25.0,11.0,53.0,346.14999880106853,82.0,0.0,2.0,1.0,0.0,0.0,25.0,4.0
25.0,2.0,6.0,1.0,174.0,17.0,15.0,23.0,274.3396125424315,83.0,0.0,3.0,0.0,0.0,1.0,27.0,1.0
19.0,7.0,3.0,4.0,101.0,46.0,13.0,43.0,350.3178582721054,98.0,0.0,1.0,0.0,0.0,8.0,25.0,0.0
1.0,7.0,3.0,2.0,262.0,38.0,3.0,33.0,289.63263031362646,90.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0
17.0,12.0,5.0,4.0,226.0,40.0,15.0,35.0,252.5197862768439,91.0,0.0,0.0,1.0,0.0,0.0,28.0,4.0
10.0,9.0,6.0,2.0,182.0,40.0,9.0,29.0,324.83180963931875,98.0,0.0,3.0,1.0,0.0,0.0,24.0,8.0
15.0,4.0,3.0,4.0,276.0,16.0,9.0,33.0,223.71979319755349,85.0,0.0,1.0,1.0,0.0,4.0,32.0,0.0
15.0,5.0,3.0,2.0,312.0,46.0,13.0,36.0,297.520493395039,92.0,0.0,2.0,0.0,0.0,2.0,23.0,2.0
16.0,11.0,3.0,1.0,264.0,52.0,10.0,37.0,242.9024272676767,90.0,1.0,1.0,0.0,0.0,2.0,22.0,2.0
2.0,3.0,2.0,1.0,369.0,32.0,15.0,25.0,312.81285526538386,94.0,0.0,1.0,0.0,0.0,2.0,27.0,6.0
17.0,5.0,3.0,1.0,267.0,11.0,7.0,46.0,305.34225043358606,93.0,0.0,4.0,1.0,0.0,1.0,29.0,8.0
18.0,5.0,4.0,1.0,197.0,29.0,13.0,27.0,327.8853140903023,91.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0
20.0,4.0,4.0,2.0,210.0,28.0,13.0,23.0,235.46150984000383,82.0,0.0,2.0,1.0,0.0,1.0,29.0,10.0
1.0,6.0,2.0,1.0,187.0,20.0,17.0,45.0,300.25310344482574,100.0,1.0,1.0,0.0,0.0,1.0,23.0,11.0
10.0,8.0,5.0,3.0,221.0,34.0,8.0,51.0,290.1576107728171,81.0,0.0,1.0,0.0,0.0,0.0,34.0,1.0
26.0,10.0,2.0,4.0,162.0,46.0,10.0,35.0,292.03048360952823,85.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0
18.0,10.0,4.0,3.0,216.0,50.0,14.0,33.0,265.27812575016264,94.0,0.0,1.0,1.0,0.0,4.0,20.0,8.0
12.0,6.0,4.0,3.0,255.0,49.0,11.0,33.0,235.02305057058095,97.0,0.0,0.0,1.0,0.0,0.0,15.0,3.0
6.0,6.0,3.0,2.0,78.0,7.0,9.0,38.0,300.9604346827071,82.0,0.0,0.0,1.0,0.0,2.0,28.0,0.0
6.0,10.0,6.0,1.0,227.0,34.0,13.0,40.0,271.07507393625195,81.0,0.0,2.0,1.0,0.0,0.0,28.0,5.0
